Name,Career Height,Career Weight,Career Points,Career Games,Career Assists,Career Def Rebounds,Career Off Rebounds,Career Turnovers,Career Blocks,Career Steals,Career Free Throw Percentage,Career Three Point Percentage,Career Field Goal Percentage,Career Win Shares,Offensive Win Shares,Defensive Win Shares,Career Usage Percentage,Box Plus Minus,True Shooting Per,PPG,APG,TPG,BPG,SPG,RPG
Tony Snell,79.0,200.0,952.0,104.0,213.0,210.0,41.0,154.0,36.0,53.0,0.821,0.38,0.421,8.9,5.1,3.8,20.1,5.6,0.571,9.153846153846153,2.048076923076923,1.4807692307692308,0.34615384615384615,0.5096153846153846,2.4134615384615383
Bruce Brown,83.0,280.0,1024.0,114.0,44.0,366.0,201.0,206.0,139.0,20.0,0.47,-999.0,0.602,13.8,6.1,7.7,23.6,-999.0,0.581,8.982456140350877,0.38596491228070173,1.8070175438596492,1.219298245614035,0.17543859649122806,4.973684210526316
Sviatoslav Mykhailiuk,80.0,195.0,1181.0,136.0,202.0,247.0,93.0,146.0,27.0,97.0,0.746,0.409,0.428,9.6,5.8,3.8,19.3,5.7,0.563,8.683823529411764,1.4852941176470589,1.0735294117647058,0.19852941176470587,0.7132352941176471,2.5
Derrick Rose,75.0,190.0,597.0,40.0,189.0,127.0,54.0,107.0,15.0,48.0,0.712,0.337,0.477,6.6,2.8,3.8,26.0,-999.0,0.56,14.925,4.725,2.675,0.375,1.2,4.525
Luke Kennard,77.0,180.0,1147.0,73.0,146.0,239.0,78.0,87.0,19.0,65.0,0.867,0.383,0.461,10.9,8.4,2.5,22.9,8.4,0.6,15.712328767123287,2.0,1.1917808219178083,0.2602739726027397,0.8904109589041096,4.342465753424658
Blake Griffin,82.0,251.0,1278.0,68.0,141.0,562.0,243.0,192.0,69.0,72.0,0.589,0.3,0.618,15.2,8.9,6.3,29.5,-999.0,0.62,18.794117647058822,2.073529411764706,2.823529411764706,1.0147058823529411,1.0588235294117647,11.838235294117649
John Henson,83.0,220.0,1124.0,109.0,108.0,617.0,269.0,166.0,277.0,69.0,0.484,,0.497,10.7,4.1,6.7,22.7,8.6,0.501,10.311926605504587,0.9908256880733946,1.5229357798165137,2.541284403669725,0.6330275229357798,8.128440366972477
Louis King,81.0,205.0,417.0,31.0,40.0,130.0,41.0,64.0,7.0,27.0,0.785,0.386,0.435,3.3,1.5,1.8,25.0,4.6,0.552,13.451612903225806,1.2903225806451613,2.064516129032258,0.22580645161290322,0.8709677419354839,5.516129032258064
Brandon Knight,75.0,185.0,657.0,38.0,159.0,128.0,25.0,120.0,8.0,25.0,0.795,0.377,0.423,5.3,3.6,1.8,27.0,5.5,0.553,17.289473684210527,4.184210526315789,3.1578947368421053,0.21052631578947367,0.6578947368421053,4.026315789473684
Khyri Thomas,75.0,200.0,1140.0,102.0,255.0,355.0,116.0,165.0,26.0,141.0,0.719,0.406,0.511,11.1,6.5,4.7,19.6,7.8,0.607,11.176470588235293,2.5,1.6176470588235294,0.2549019607843137,1.3823529411764706,4.617647058823529
Jordan McRae,77.0,200.0,1521.0,114.0,209.0,296.0,75.0,225.0,97.0,73.0,0.769,0.343,0.417,12.0,7.6,4.4,27.8,6.6,0.541,13.342105263157896,1.8333333333333333,1.9736842105263157,0.8508771929824561,0.6403508771929824,3.254385964912281
Justin Patton,83.0,215.0,453.0,35.0,41.0,159.0,59.0,60.0,50.0,30.0,0.517,0.533,0.676,4.3,2.5,1.8,22.0,8.4,0.671,12.942857142857143,1.1714285714285715,1.7142857142857142,1.4285714285714286,0.8571428571428571,6.228571428571429
Eric Paschall,80.0,255.0,1687.0,137.0,209.0,494.0,210.0,265.0,71.0,101.0,0.765,0.331,0.468,14.2,8.7,5.4,22.3,4.3,0.574,12.313868613138686,1.5255474452554745,1.9343065693430657,0.5182481751824818,0.7372262773722628,5.138686131386861
Marquese Chriss,81.0,225.0,467.0,34.0,26.0,98.0,85.0,69.0,55.0,32.0,0.682,0.35,0.53,3.1,1.9,1.2,24.1,4.9,0.585,13.735294117647058,0.7647058823529411,2.0294117647058822,1.6176470588235294,0.9411764705882353,5.382352941176471
Jordan Poole,77.0,195.0,705.0,75.0,102.0,152.0,11.0,82.0,14.0,60.0,0.831,0.37,0.434,6.9,3.1,3.7,22.2,7.2,0.576,9.4,1.36,1.0933333333333333,0.18666666666666668,0.8,2.1733333333333333
Damion Lee,78.0,200.0,2016.0,125.0,244.0,486.0,112.0,217.0,26.0,142.0,0.843,0.362,0.433,20.2,13.5,6.6,26.0,7.4,0.578,16.128,1.952,1.736,0.208,1.136,4.784
Ky Bowman,73.0,188.0,1661.0,98.0,382.0,547.0,80.0,295.0,34.0,131.0,0.762,0.388,0.433,10.3,6.2,4.2,25.9,4.9,0.55,16.948979591836736,3.8979591836734695,3.010204081632653,0.3469387755102041,1.336734693877551,6.3979591836734695
Draymond Green,79.0,230.0,1517.0,145.0,425.0,813.0,283.0,277.0,116.0,180.0,0.687,0.361,0.467,19.2,9.6,9.6,23.7,12.0,0.543,10.462068965517242,2.9310344827586206,1.910344827586207,0.8,1.2413793103448276,7.558620689655172
Kevon Looney,81.0,220.0,416.0,36.0,51.0,209.0,122.0,45.0,32.0,46.0,0.626,0.415,0.47,4.8,2.8,2.0,19.7,7.0,0.532,11.555555555555555,1.4166666666666667,1.25,0.8888888888888888,1.2777777777777777,9.194444444444445
Andrew Wiggins,80.0,200.0,597.0,35.0,54.0,129.0,76.0,80.0,34.0,41.0,0.775,0.341,0.448,4.9,3.2,1.7,26.3,8.3,0.563,17.057142857142857,1.542857142857143,2.2857142857142856,0.9714285714285714,1.1714285714285715,5.857142857142857
Mychal Mulder,76.0,185.0,163.0,56.0,20.0,50.0,25.0,13.0,6.0,9.0,0.933,0.343,0.376,1.5,0.8,0.7,18.4,6.5,0.522,2.9107142857142856,0.35714285714285715,0.23214285714285715,0.10714285714285714,0.16071428571428573,1.3392857142857144
Stephen Curry,75.0,185.0,2635.0,104.0,388.0,392.0,81.0,314.0,28.0,221.0,0.876,0.412,0.467,27.3,18.0,9.3,38.3,-999.0,0.62,25.33653846153846,3.730769230769231,3.019230769230769,0.2692307692307692,2.125,4.548076923076923
Chasson Randle,74.0,185.0,2375.0,144.0,354.0,396.0,75.0,324.0,11.0,167.0,0.806,0.386,0.428,18.9,12.7,6.2,25.9,6.1,0.566,16.493055555555557,2.4583333333333335,2.25,0.0763888888888889,1.1597222222222223,3.2708333333333335
Klay Thompson,78.0,200.0,1756.0,98.0,259.0,386.0,89.0,289.0,74.0,130.0,0.827,0.39,0.424,13.4,7.9,5.5,31.9,9.8,0.55,17.918367346938776,2.642857142857143,2.9489795918367347,0.7551020408163265,1.3265306122448979,4.846938775510204
P.J. Tucker,77.0,225.0,1169.0,87.0,170.0,447.0,267.0,191.0,23.0,116.0,0.711,,0.526,13.7,6.1,7.6,23.7,-999.0,0.57,13.436781609195402,1.9540229885057472,2.1954022988505746,0.26436781609195403,1.3333333333333333,8.206896551724139
Ben McLemore,77.0,195.0,589.0,37.0,73.0,145.0,47.0,77.0,25.0,37.0,0.87,0.42,0.495,6.5,4.2,2.3,23.2,10.5,0.633,15.91891891891892,1.972972972972973,2.081081081081081,0.6756756756756757,1.0,5.1891891891891895
James Harden,77.0,218.0,1309.0,69.0,258.0,282.0,92.0,207.0,30.0,132.0,0.755,0.376,0.506,13.8,10.0,3.8,30.5,-999.0,0.618,18.971014492753625,3.739130434782609,3.0,0.43478260869565216,1.9130434782608696,5.420289855072464
Austin Rivers,76.0,200.0,527.0,34.0,71.0,94.0,21.0,79.0,1.0,33.0,0.658,0.365,0.433,3.5,2.4,1.0,25.2,4.0,0.538,15.5,2.088235294117647,2.323529411764706,0.029411764705882353,0.9705882352941176,3.3823529411764706
Danuel House,79.0,195.0,1683.0,119.0,238.0,410.0,150.0,228.0,53.0,85.0,0.699,0.338,0.416,11.9,7.4,4.5,25.3,4.3,0.533,14.142857142857142,2.0,1.915966386554622,0.44537815126050423,0.7142857142857143,4.705882352941177
Russell Westbrook,75.0,187.0,619.0,75.0,191.0,112.0,69.0,121.0,8.0,77.0,0.685,0.354,0.464,6.2,2.3,3.9,21.8,-999.0,0.532,8.253333333333334,2.546666666666667,1.6133333333333333,0.10666666666666667,1.0266666666666666,2.4133333333333336
Eric Gordon,75.0,222.0,669.0,32.0,78.0,81.0,23.0,115.0,20.0,42.0,0.834,0.337,0.433,6.0,4.2,1.8,30.8,-999.0,0.601,20.90625,2.4375,3.59375,0.625,1.3125,3.25
Chris Clemons,78.0,-999.0,82.0,71.0,22.0,-999.0,-999.0,-999.0,9.0,20.0,0.24,,0.376,-0.7,-0.6,-0.1,-999.0,-999.0,0.363,1.1549295774647887,0.30985915492957744,-14.070422535211268,0.1267605633802817,0.28169014084507044,-28.140845070422536
Robert Covington,81.0,215.0,1748.0,118.0,145.0,570.0,306.0,275.0,150.0,181.0,0.802,0.422,0.476,15.7,9.8,5.9,25.5,5.5,0.583,14.813559322033898,1.228813559322034,2.330508474576271,1.271186440677966,1.5338983050847457,7.423728813559322
Jeff Green,81.0,235.0,1339.0,102.0,318.0,447.0,217.0,257.0,127.0,92.0,0.7,0.359,0.488,14.7,7.5,7.2,24.1,-999.0,0.565,13.127450980392156,3.1176470588235294,2.519607843137255,1.2450980392156863,0.9019607843137255,6.509803921568627
Michael Frazier,76.0,194.0,998.0,101.0,114.0,296.0,61.0,122.0,10.0,94.0,0.854,0.432,0.443,12.3,6.6,5.7,19.1,9.4,0.629,9.881188118811881,1.1287128712871286,1.2079207920792079,0.09900990099009901,0.9306930693069307,3.5346534653465347
DeMarre Carroll,80.0,225.0,1506.0,134.0,210.0,488.0,318.0,177.0,59.0,152.0,0.603,0.281,0.535,14.9,7.0,7.9,22.1,-999.0,0.562,11.238805970149254,1.5671641791044777,1.3208955223880596,0.44029850746268656,1.1343283582089552,6.014925373134329
David Nwaba,76.0,200.0,1047.0,88.0,180.0,302.0,164.0,141.0,49.0,96.0,0.65,,0.473,8.2,5.1,3.1,26.9,4.1,0.521,11.897727272727273,2.0454545454545454,1.6022727272727273,0.5568181818181818,1.0909090909090908,5.295454545454545
Justin Holiday,78.0,180.0,654.0,123.0,188.0,288.0,160.0,128.0,62.0,94.0,0.736,0.343,0.443,8.2,3.6,4.7,16.4,8.2,0.52,5.317073170731708,1.5284552845528456,1.0406504065040652,0.5040650406504065,0.7642276422764228,3.6422764227642275
T.J. McConnell,73.0,195.0,1414.0,139.0,751.0,444.0,94.0,281.0,24.0,324.0,0.749,0.38,0.49,20.2,10.3,9.9,17.4,8.7,0.573,10.172661870503598,5.402877697841727,2.0215827338129495,0.17266187050359713,2.3309352517985613,3.870503597122302
Domantas Sabonis,82.0,231.0,1002.0,74.0,97.0,502.0,192.0,151.0,43.0,39.0,0.729,,0.632,12.3,7.5,4.8,23.9,7.1,0.662,13.54054054054054,1.3108108108108107,2.0405405405405403,0.581081081081081,0.527027027027027,9.378378378378379
Doug McDermott,80.0,225.0,3150.0,145.0,194.0,807.0,281.0,321.0,14.0,34.0,0.831,0.458,0.55,26.8,21.6,5.2,32.3,8.4,0.652,21.724137931034484,1.3379310344827586,2.213793103448276,0.09655172413793103,0.23448275862068965,7.503448275862069
T.J. Warren,80.0,233.0,1296.0,70.0,68.0,209.0,187.0,117.0,36.0,105.0,0.654,0.315,0.555,10.6,8.1,2.5,28.6,9.6,0.593,18.514285714285716,0.9714285714285714,1.6714285714285715,0.5142857142857142,1.5,5.657142857142857
Aaron Holiday,73.0,185.0,1443.0,101.0,477.0,272.0,48.0,304.0,22.0,126.0,0.795,0.422,0.45,9.8,6.7,3.2,23.3,4.2,0.58,14.287128712871286,4.7227722772277225,3.00990099009901,0.21782178217821782,1.2475247524752475,3.1683168316831685
Myles Turner,83.0,240.0,345.0,34.0,20.0,178.0,44.0,47.0,89.0,10.0,0.839,0.274,0.455,4.0,1.9,2.1,25.1,9.3,0.556,10.147058823529411,0.5882352941176471,1.3823529411764706,2.6176470588235294,0.29411764705882354,6.529411764705882
Malcolm Brogdon,77.0,217.0,1809.0,136.0,335.0,481.0,82.0,207.0,31.0,117.0,0.876,0.365,0.43,20.3,11.3,9.0,25.3,8.6,0.556,13.301470588235293,2.463235294117647,1.5220588235294117,0.22794117647058823,0.8602941176470589,4.139705882352941
Jeremy Lamb,77.0,180.0,1060.0,75.0,124.0,267.0,82.0,120.0,46.0,77.0,0.806,0.348,0.482,9.9,6.9,2.9,22.2,8.1,0.58,14.133333333333333,1.6533333333333333,1.6,0.6133333333333333,1.0266666666666666,4.653333333333333
JaKarr Sampson,81.0,214.0,915.0,66.0,74.0,280.0,140.0,118.0,68.0,57.0,0.607,0.077,0.469,5.6,2.4,3.2,26.7,3.0,0.491,13.863636363636363,1.121212121212121,1.7878787878787878,1.0303030303030303,0.8636363636363636,6.363636363636363
Edmond Sumner,77.0,170.0,663.0,58.0,223.0,172.0,30.0,128.0,22.0,68.0,0.73,0.285,0.429,5.5,3.1,2.4,23.5,6.8,0.536,11.431034482758621,3.8448275862068964,2.206896551724138,0.3793103448275862,1.1724137931034482,3.4827586206896552
T.J. Leaf,82.0,225.0,569.0,35.0,85.0,209.0,78.0,52.0,39.0,22.0,0.679,0.466,0.617,5.8,4.2,1.6,22.0,8.6,0.66,16.257142857142856,2.4285714285714284,1.4857142857142858,1.1142857142857143,0.6285714285714286,8.2
Victor Oladipo,77.0,214.0,1117.0,104.0,175.0,330.0,207.0,203.0,56.0,161.0,0.716,0.338,0.538,12.7,7.8,4.9,22.7,9.9,0.604,10.740384615384615,1.6826923076923077,1.9519230769230769,0.5384615384615384,1.5480769230769231,5.163461538461538
Alize Johnson,81.0,201.0,982.0,66.0,157.0,521.0,214.0,150.0,20.0,35.0,0.716,0.325,0.457,9.3,5.8,3.5,26.4,5.5,0.551,14.878787878787879,2.378787878787879,2.272727272727273,0.30303030303030304,0.5303030303030303,11.136363636363637
Montrezl Harrell,80.0,235.0,1294.0,112.0,102.0,483.0,294.0,145.0,118.0,91.0,0.533,,0.586,16.0,8.4,7.7,21.0,8.7,0.586,11.553571428571429,0.9107142857142857,1.2946428571428572,1.0535714285714286,0.8125,6.9375
Lou Williams,75.0,-999.0,21.0,5.0,5.0,-999.0,-999.0,-999.0,0.0,1.0,0.643,0.0,0.353,-999.0,-999.0,-999.0,-999.0,-999.0,0.444,4.2,1.0,-199.8,0.0,0.2,-399.6
JaMychal Green,80.0,240.0,1656.0,123.0,152.0,547.0,365.0,312.0,212.0,125.0,0.711,0.176,0.519,16.9,8.3,8.6,27.4,8.9,0.564,13.463414634146341,1.2357723577235773,2.5365853658536586,1.7235772357723578,1.016260162601626,7.414634146341463
Kawhi Leonard,79.0,225.0,990.0,70.0,156.0,486.0,230.0,153.0,45.0,98.0,0.744,0.25,0.449,11.8,6.1,5.7,26.0,9.2,0.513,14.142857142857142,2.2285714285714286,2.1857142857142855,0.6428571428571429,1.4,10.228571428571428
Patrick Patterson,81.0,235.0,1564.0,97.0,146.0,512.0,279.0,159.0,152.0,69.0,0.734,0.329,0.585,17.7,12.0,5.7,21.3,-999.0,0.625,16.123711340206185,1.5051546391752577,1.6391752577319587,1.5670103092783505,0.711340206185567,8.154639175257731
Rodney McGruder,76.0,205.0,1576.0,135.0,186.0,400.0,254.0,171.0,36.0,116.0,0.759,0.381,0.452,16.5,10.8,5.7,21.3,7.8,0.557,11.674074074074074,1.3777777777777778,1.2666666666666666,0.26666666666666666,0.8592592592592593,4.844444444444444
Patrick Beverley,73.0,180.0,907.0,70.0,194.0,306.0,81.0,139.0,30.0,105.0,0.73,0.382,0.42,8.2,4.3,3.9,19.7,-999.0,0.56,12.957142857142857,2.7714285714285714,1.9857142857142858,0.42857142857142855,1.5,5.5285714285714285
Landry Shamet,76.0,179.0,914.0,71.0,288.0,174.0,39.0,108.0,14.0,54.0,0.811,0.437,0.48,10.8,7.5,3.3,19.8,8.9,0.641,12.873239436619718,4.056338028169014,1.5211267605633803,0.19718309859154928,0.7605633802816901,3.0
Paul George,79.0,210.0,974.0,63.0,151.0,304.0,118.0,173.0,58.0,123.0,0.803,0.396,0.447,8.3,5.3,3.0,24.6,-999.0,0.579,15.46031746031746,2.3968253968253967,2.746031746031746,0.9206349206349206,1.9523809523809523,6.698412698412698
Terance Mann,79.0,215.0,1322.0,140.0,269.0,444.0,266.0,191.0,34.0,112.0,0.67,0.327,0.552,14.3,9.1,5.2,17.2,6.5,0.602,9.442857142857143,1.9214285714285715,1.3642857142857143,0.24285714285714285,0.8,5.071428571428571
Johnathan Motley,81.0,230.0,1229.0,102.0,132.0,373.0,279.0,205.0,122.0,44.0,0.654,0.24,0.519,10.4,6.1,4.4,27.0,5.4,0.553,12.049019607843137,1.2941176470588236,2.0098039215686274,1.196078431372549,0.43137254901960786,6.392156862745098
Amir Coffey,80.0,210.0,1255.0,87.0,277.0,266.0,65.0,182.0,18.0,81.0,0.734,0.328,0.448,9.0,5.6,3.4,22.5,4.8,0.55,14.425287356321839,3.1839080459770117,2.0919540229885056,0.20689655172413793,0.9310344827586207,3.8045977011494254
Marcus Morris,81.0,235.0,1371.0,109.0,137.0,415.0,261.0,172.0,48.0,102.0,0.66,0.358,0.555,15.2,9.4,5.8,24.5,10.9,0.601,12.577981651376147,1.2568807339449541,1.5779816513761469,0.44036697247706424,0.9357798165137615,6.201834862385321
Mfiondu Kabengele,82.0,250.0,734.0,71.0,21.0,236.0,142.0,83.0,85.0,36.0,0.724,0.374,0.498,7.0,4.2,2.8,26.9,7.4,0.58,10.338028169014084,0.29577464788732394,1.1690140845070423,1.1971830985915493,0.5070422535211268,5.323943661971831
Reggie Jackson,75.0,208.0,1254.0,99.0,350.0,298.0,135.0,203.0,46.0,83.0,0.753,0.351,0.465,10.8,7.9,2.9,24.8,9.8,0.56,12.666666666666666,3.5353535353535355,2.0505050505050506,0.46464646464646464,0.8383838383838383,4.373737373737374
Joakim Noah,83.0,232.0,1133.0,108.0,185.0,476.0,211.0,193.0,186.0,95.0,0.684,,0.616,17.7,8.7,9.0,24.2,-999.0,0.642,10.49074074074074,1.712962962962963,1.787037037037037,1.7222222222222223,0.8796296296296297,6.361111111111111
Kentavious Caldwell-Pope,77.0,205.0,1013.0,64.0,96.0,310.0,82.0,100.0,28.0,123.0,0.752,0.339,0.415,9.6,5.8,3.8,27.0,9.9,0.543,15.828125,1.5,1.5625,0.4375,1.921875,6.125
Danny Green,77.0,210.0,1368.0,145.0,256.0,386.0,204.0,209.0,154.0,160.0,0.845,0.375,0.455,16.8,6.5,10.4,22.3,-999.0,0.574,9.434482758620689,1.7655172413793103,1.4413793103448276,1.0620689655172413,1.103448275862069,4.068965517241379
JaVale McGee,84.0,237.0,574.0,66.0,23.0,200.0,114.0,105.0,122.0,32.0,0.514,0.356,0.542,5.6,2.4,3.2,25.1,-999.0,0.557,8.696969696969697,0.3484848484848485,1.5909090909090908,1.8484848484848484,0.48484848484848486,4.757575757575758
Alex Caruso,77.0,183.0,1090.0,137.0,649.0,409.0,104.0,346.0,59.0,276.0,0.685,0.34,0.455,13.2,4.6,8.6,18.1,6.6,0.543,7.956204379562044,4.737226277372263,2.5255474452554743,0.4306569343065693,2.0145985401459856,3.7445255474452552
Anthony Davis,74.0,205.0,1645.0,124.0,285.0,366.0,177.0,248.0,42.0,193.0,0.728,0.311,0.42,9.3,4.0,5.3,25.8,-999.0,0.504,13.266129032258064,2.2983870967741935,2.0,0.3387096774193548,1.5564516129032258,4.379032258064516
Kyle Kuzma,81.0,190.0,966.0,96.0,141.0,377.0,155.0,151.0,35.0,31.0,0.633,0.302,0.506,8.2,4.7,3.5,25.9,4.1,0.56,10.0625,1.46875,1.5729166666666667,0.3645833333333333,0.3229166666666667,5.541666666666667
Avery Bradley,74.0,180.0,396.0,34.0,71.0,65.0,33.0,52.0,18.0,44.0,0.545,0.375,0.432,3.2,1.6,1.6,20.4,-999.0,0.496,11.647058823529411,2.088235294117647,1.5294117647058822,0.5294117647058824,1.2941176470588236,2.8823529411764706
Rajon Rondo,73.0,171.0,654.0,68.0,285.0,249.0,57.0,148.0,13.0,156.0,0.577,0.283,0.493,7.8,2.7,5.1,20.1,-999.0,0.536,9.617647058823529,4.1911764705882355,2.176470588235294,0.19117647058823528,2.2941176470588234,4.5
Jared Dudley,79.0,225.0,2071.0,130.0,395.0,565.0,371.0,268.0,37.0,176.0,0.731,0.365,0.504,21.0,12.9,8.1,21.5,-999.0,0.595,15.930769230769231,3.0384615384615383,2.0615384615384613,0.2846153846153846,1.353846153846154,7.199999999999999
Quinn Cook,74.0,185.0,1571.0,143.0,509.0,326.0,53.0,201.0,9.0,151.0,0.853,0.375,0.432,17.2,11.9,5.3,20.2,7.5,0.568,10.986013986013987,3.5594405594405596,1.4055944055944056,0.06293706293706294,1.055944055944056,2.65034965034965
Markieff Morris,82.0,245.0,923.0,109.0,126.0,445.0,217.0,172.0,103.0,60.0,0.653,0.404,0.553,10.9,5.5,5.5,21.8,10.3,0.603,8.46788990825688,1.1559633027522935,1.5779816513761469,0.944954128440367,0.5504587155963303,6.0733944954128445
Dion Waiters,76.0,215.0,690.0,71.0,142.0,108.0,30.0,78.0,16.0,105.0,0.753,0.348,0.453,7.1,4.4,2.7,25.0,8.9,0.551,9.71830985915493,2.0,1.0985915492957747,0.22535211267605634,1.4788732394366197,1.943661971830986
Dillon Brooks,77.0,205.0,1612.0,109.0,279.0,321.0,174.0,234.0,51.0,96.0,0.794,0.362,0.472,13.1,8.8,4.3,26.4,6.0,0.565,14.788990825688073,2.5596330275229358,2.146788990825688,0.46788990825688076,0.8807339449541285,4.541284403669724
Tyus Jones,73.0,190.0,461.0,39.0,217.0,118.0,19.0,76.0,3.0,59.0,0.889,0.379,0.417,6.5,4.4,2.1,18.7,9.3,0.575,11.820512820512821,5.564102564102564,1.9487179487179487,0.07692307692307693,1.5128205128205128,3.5128205128205128
Jaren Jackson Jr.,76.0,190.0,974.0,130.0,153.0,-999.0,-999.0,165.0,25.0,128.0,0.709,,0.444,-999.0,-999.0,-999.0,-999.0,-999.0,0.518,7.492307692307692,1.176923076923077,1.2692307692307692,0.19230769230769232,0.9846153846153847,-15.36923076923077
De'Anthony Melton,76.0,190.0,300.0,36.0,125.0,120.0,50.0,64.0,37.0,69.0,0.706,0.284,0.437,3.2,1.7,1.5,17.7,7.2,0.53,8.333333333333334,3.4722222222222223,1.7777777777777777,1.0277777777777777,1.9166666666666667,4.722222222222222
Brandon Clarke,80.0,215.0,1419.0,98.0,185.0,484.0,268.0,144.0,232.0,100.0,0.618,0.25,0.639,16.4,10.4,6.0,22.4,10.4,0.643,14.479591836734693,1.8877551020408163,1.469387755102041,2.36734693877551,1.0204081632653061,7.673469387755102
Grayson Allen,76.0,195.0,1996.0,142.0,432.0,374.0,76.0,240.0,14.0,147.0,0.834,0.38,0.43,18.8,13.9,4.9,24.1,8.1,0.591,14.056338028169014,3.0422535211267605,1.6901408450704225,0.09859154929577464,1.0352112676056338,3.169014084507042
Josh Jackson,80.0,265.0,987.0,114.0,67.0,316.0,211.0,209.0,41.0,42.0,0.615,,0.517,7.9,3.6,4.3,26.4,-999.0,0.534,8.657894736842104,0.5877192982456141,1.8333333333333333,0.35964912280701755,0.3684210526315789,4.62280701754386
Yuta Watanabe,80.0,193.0,1460.0,134.0,197.0,462.0,147.0,170.0,147.0,93.0,0.788,0.337,0.425,12.2,7.2,5.1,19.8,3.1,0.533,10.895522388059701,1.4701492537313432,1.2686567164179106,1.0970149253731343,0.6940298507462687,4.544776119402985
John Konchar,77.0,210.0,2065.0,133.0,553.0,840.0,309.0,247.0,78.0,272.0,0.697,0.416,0.556,24.4,17.5,6.9,19.2,6.9,0.643,15.526315789473685,4.157894736842105,1.8571428571428572,0.5864661654135338,2.045112781954887,8.639097744360903
Gorgui Dieng,83.0,245.0,851.0,102.0,127.0,497.0,304.0,166.0,267.0,104.0,0.64,,0.545,13.2,5.4,7.8,16.4,9.2,0.568,8.343137254901961,1.2450980392156863,1.6274509803921569,2.6176470588235294,1.0196078431372548,7.852941176470588
Anthony Tolliver,80.0,240.0,1004.0,124.0,135.0,385.0,218.0,168.0,136.0,77.0,0.671,0.333,0.491,13.6,4.6,9.0,20.4,-999.0,0.548,8.096774193548388,1.0887096774193548,1.3548387096774193,1.096774193548387,0.6209677419354839,4.862903225806452
Justise Winslow,78.0,225.0,492.0,39.0,82.0,203.0,49.0,71.0,34.0,52.0,0.641,0.418,0.486,5.5,3.1,2.5,22.9,10.0,0.572,12.615384615384615,2.1025641025641026,1.8205128205128205,0.8717948717948718,1.3333333333333333,6.461538461538462
Duncan Robinson,80.0,190.0,1072.0,115.0,142.0,240.0,52.0,80.0,33.0,65.0,0.864,0.419,0.455,11.1,7.3,3.8,17.8,6.6,0.629,9.321739130434782,1.2347826086956522,0.6956521739130435,0.28695652173913044,0.5652173913043478,2.5391304347826087
Kendrick Nunn,75.0,190.0,1795.0,126.0,262.0,398.0,57.0,213.0,27.0,146.0,0.821,0.386,0.428,11.7,7.0,4.7,24.7,4.9,0.557,14.246031746031745,2.0793650793650795,1.6904761904761905,0.21428571428571427,1.1587301587301588,3.611111111111111
Kelly Olynyk,84.0,238.0,903.0,101.0,107.0,309.0,152.0,140.0,46.0,52.0,0.709,0.333,0.594,10.3,6.7,3.6,24.9,9.9,0.641,8.94059405940594,1.0594059405940595,1.386138613861386,0.45544554455445546,0.5148514851485149,4.564356435643564
Jimmy Butler,79.0,220.0,1277.0,106.0,180.0,332.0,247.0,110.0,50.0,115.0,0.773,0.383,0.508,15.9,11.2,4.7,19.0,9.4,0.607,12.047169811320755,1.6981132075471699,1.0377358490566038,0.4716981132075472,1.0849056603773586,5.462264150943396
Derrick Jones Jr.,77.0,190.0,847.0,103.0,155.0,110.0,24.0,80.0,26.0,53.0,0.647,0.369,0.406,6.0,4.1,1.8,-999.0,-999.0,0.548,8.223300970873787,1.5048543689320388,0.7766990291262136,0.2524271844660194,0.5145631067961165,1.3009708737864076
Meyers Leonard,85.0,245.0,502.0,65.0,48.0,220.0,83.0,94.0,73.0,20.0,0.729,0.083,0.567,4.8,2.7,2.2,21.1,4.9,0.601,7.723076923076923,0.7384615384615385,1.4461538461538461,1.123076923076923,0.3076923076923077,4.661538461538461
Tyler Herro,77.0,195.0,519.0,37.0,91.0,151.0,15.0,60.0,12.0,40.0,0.935,0.355,0.462,5.4,3.3,2.1,21.4,8.9,0.58,14.027027027027026,2.4594594594594597,1.6216216216216217,0.32432432432432434,1.0810810810810811,4.486486486486486
Chris Silva,81.0,234.0,1509.0,134.0,89.0,543.0,333.0,263.0,186.0,85.0,0.729,,0.497,14.1,7.6,6.5,25.7,5.9,0.587,11.261194029850746,0.664179104477612,1.962686567164179,1.3880597014925373,0.6343283582089553,6.537313432835822
Andre Iguodala,78.0,207.0,594.0,62.0,213.0,275.0,134.0,132.0,29.0,95.0,0.738,0.274,0.424,5.4,1.4,4.0,20.1,-999.0,0.511,9.580645161290322,3.435483870967742,2.129032258064516,0.46774193548387094,1.532258064516129,6.596774193548387
Jae Crowder,78.0,235.0,1049.0,72.0,131.0,392.0,153.0,74.0,67.0,136.0,0.683,0.35,0.492,12.6,7.8,4.8,21.9,11.8,0.584,14.569444444444445,1.8194444444444444,1.0277777777777777,0.9305555555555556,1.8888888888888888,7.569444444444445
Solomon Hill,79.0,220.0,1430.0,139.0,304.0,523.0,250.0,290.0,49.0,127.0,0.745,0.375,0.481,15.0,9.0,6.0,19.7,6.9,0.582,10.287769784172662,2.1870503597122304,2.0863309352517985,0.35251798561151076,0.9136690647482014,5.561151079136691
